ID,POS,Gloss,Gloss_persian,Checked
19296,verb,"be or be capable of being changed or made into; ""He makes a great host""; ""He will make a fine father""","باشد یا قابلیت تغییر یا تبدیل شدن داشته باشد. ""او میزبان بزرگی می سازد""؛ ""او پدر خوبی خواهد ساخت"" ",0
19297,adjective,"according with custom or propriety; ""her becoming modesty""; ""comely behavior""; ""it is not comme il faut for a gentleman to be constantly asking for money""; ""a decent burial""; ""seemly behavior""","مطابق با عرف یا تناسب ""متواضع شدن او""؛ ""رفتار زیبا""؛ ""این یک آقا نیست که دائماً پول طلب کند"". ""یک دفن مناسب"" ""رفتار ظاهرا"" ",0
17984,noun,"any condition that makes it difficult to make progress or to achieve an objective; ""intolerance is a barrier to understanding""","هر شرایطی که پیشرفت یا دستیابی به هدف را دشوار کند. ""عدم تحمل مانعی برای درک است"" ",0
19298,adjective,"displaying or setting off to best advantage; ""a becoming new shade of rose""; ""a becoming portrait""","نمایش یا حرکت به بهترین نحو ؛ ""سایه جدید گل رز"" ""پرتره شدن"" ",0
19299,adjective,"showing or representing to advantage; ""a flattering color""","نشان دادن یا نمایندگی به نفع ؛ ""یک رنگ چاپلوسانه"" ",0
19300,verb,"furnish with a bed; ""The inn keeper could bed all the new arrivals""","تختخواب کردن ""کاروان مسافرخانه می تواند تمام تازه واردان را بستر کند"" ",0
19301,verb,"provide with a bunk; ""We bunked the children upstairs""","یک طبقه تهیه کنید ""ما بچه ها را طبقه بالا دو طبقه کردیم"" ",0
19302,verb,place (plants) in a prepared bed of soil,محل (گیاهان) را در بستر آماده شده خاک قرار دهید ,0
19303,verb,"put to bed; ""The children were bedded at ten o'clock""","در رختخواب قرار دادن ""بچه ها ساعت ده خوابیده بودند"" ",0
19304,verb,"prepare for sleep; ""I usually turn in at midnight""; ""He goes to bed at the crack of dawn""","آماده شدن برای خواب ""من معمولاً نیمه شب در می آیم""؛ ""او در شکاف سحر به رختخواب می رود"" ",0
19305,verb,"go to bed; ""We bedded down at midnight""","برو بخواب؛ ""ما نیمه شب در رختخواب قرار گرفتیم"" ",0
19306,noun,"a piece of furniture that provides a place to sleep; ""he sat on the edge of the bed""; ""the room had only a bed and chair""","یک مبلمان که مکانی برای خوابیدن فراهم می کند. ""او لبه تخت نشست""؛ ""اتاق فقط تخت و صندلی داشت"" ",0
19307,noun,a bed on a ship or train; usually in tiers,تخت در کشتی یا قطار ؛ معمولاً در طبقات ,0
17985,noun,barrier to communication resulting from speaking different languages,مانع ارتباطی ناشی از صحبت به زبانهای مختلف ,0
19308,noun,a bed that is built in and fixed to a wall,یک تختخواب که درون آن تعبیه شده و روی آن ثابت شده است ,0
19309,noun,a rough bed (as at a campsite),یک تخت خشن (مانند یک اردوگاه) ,0
19310,noun,beds built one above the other,تختخوابها یکی بالاتر از دیگری ساخته شده اند ,0
19311,noun,a small bed that folds up for storage or transport,یک تخت کوچک که برای ذخیره سازی و حمل و نقل جمع می شود ,0
19312,noun,a narrow bed on which a patient lies during psychiatric or psychoanalytic treatment,یک تخت باریک که بیمار در طی درمان روانپزشکی یا روانکاوی روی آن دراز می کشد ,0
19313,noun,the bed on which a person dies,تختی که یک نفر روی آن می میرد ,0
19314,noun,a bed wide enough to accommodate two sleepers,یک تخت به اندازه کافی گشاد برای جای دادن دو خواب ,0
19315,noun,a bed with posts at the four corners that can be used to support a canopy or curtains,یک تخت با ستون در چهار گوشه که می تواند برای حمایت از سایبان یا پرده استفاده شود ,0
19316,noun,a hanging bed of canvas or rope netting (usually suspended between two trees); swings easily,تخت آویز تور بوم یا طناب (معمولاً بین دو درخت معلق است) ؛ به راحتی تاب می خورد ,0
19317,noun,the bed shared by a newly wed couple,تختخواب مشترک یک زن و شوهر تازه ازدواج کرده ,0
17986,noun,"a natural object resembling a machine in structure or function; ""the mechanism of the ear""; ""the mechanism of infection""","یک شی natural طبیعی که از نظر ساختار یا عملکرد شبیه دستگاه است. ""مکانیسم گوش"" ؛ ""مکانیسم عفونت"" ",0
19318,noun,a bed that can be folded or swung into a cabinet when not being used,تختخوابی که در صورت عدم استفاده می تواند جمع و یا داخل کابینت بچرخد ,0
19319,noun,a bed of boards (without a mattress),تختخواب (بدون تشک) ,0
19320,noun,a bed without springs,یک تخت بدون چشمه ,0
19321,noun,the bed on which a sick person lies,تختی که یک بیمار روی آن افتاده است ,0
19322,noun,a bed for one occupant,یک تختخواب برای یک سرنشین ,0
19323,noun,a bed with solid headboard and footboard that roll outward at the top,یک تختخواب با سرتخت و پایه مخصوص جامد که در قسمت بالا به سمت بیرون می چرخد ,0
19324,noun,a low bed to be slid under a higher bed,یک تخت پایین که زیر یک تخت بالاتر کشیده شود ,0
19325,noun,one of a pair of identical beds,یکی از جفت تخت های یکسان ,0
19326,noun,a bed with a mattress made of strong plastic that is filled with water,یک تخت با تشک ساخته شده از پلاستیک محکم که پر از آب است ,0
19327,noun,the framework of a bed,چارچوب یک تخت ,0
17987,noun,"a mechanism that creates a barrier between brain tissues and circulating blood; serves to protect the central nervous system; ""the brain was protected from the large molecules of the virus by the blood-brain barrier""","مکانیزمی که بین بافت مغز و خون در گردش مانعی ایجاد می کند. در خدمت محافظت از سیستم عصبی مرکزی است. ""مغز توسط سد خونی-مغزی در برابر مولکولهای بزرگ ویروس محافظت می شود"" ",0
19328,noun,"a large thick pad filled with resilient material and often incorporating coiled springs, used as a bed or part of a bed",یک پد ضخیم بزرگ پر از مواد انعطاف پذیر و غالباً دارای فنرهای پیچ خورده ، به عنوان تخت یا بخشی از تخت استفاده می شود ,0
19329,noun,"a plot of ground in which plants are growing; ""the gardener planted a bed of roses""","یک قطعه زمین که گیاهان در آن رشد می کنند. ""باغبان تخت گل رز"" ",0
19330,noun,"a small area of ground covered by specific vegetation; ""a bean plot""; ""a cabbage patch""; ""a briar patch""","یک منطقه کوچک از زمین تحت پوشش گیاهی خاص. ""یک طرح لوبیا""؛ ""پچ کلم""؛ ""یک پچ عروس"" ",0
19331,noun,a bed in which asparagus is growing,بستری که مارچوبه در آن رشد می کند ,0
19332,noun,a bed in which flowers are growing,بستری که گلها در آن رشد می کنند ,0
19333,noun,a bed of earth covered with glass and heated by rotting manure to promote the growth of plants,بستری از زمین که با شیشه پوشانده شده و با کود پوسیده گرم می شود تا رشد گیاهان را تقویت کند ,0
19334,noun,a bed where seedlings are grown before transplanting,بستری که نهال ها قبل از پیوند رشد می کنند ,0
19335,noun,a bed in which turnips are growing,بستری که شلغم در آن رشد می کند ,0
19336,noun,"a depression forming the ground under a body of water; ""he searched for treasure on the ocean bed""","یک فرورفتگی که زیر یک آب از زمین تشکیل می شود. ""او به دنبال گنج در بستر اقیانوس"" ",0
19337,noun,the bottom of a lake,ته دریاچه ,0
17853,adjective,"resembling the rough bark of a tree; ""the rattlesnake's barky scales""","شبیه پوست خشن یک درخت ؛ ""فلس پوستی مار زنگی"" ",0
17988,noun,"any barrier to communication or vision; ""a curtain of secrecy""; ""a curtain of trees""","هر مانعی در ارتباط یا بینایی ؛ ""پرده پنهان کاری""؛ ""پرده ای از درختان"" ",0
19338,noun,the bottom of a sea or ocean,ته یک دریا یا اقیانوس ,0
19339,noun,a channel occupied (or formerly occupied) by a river,کانال تحت اشغال رودخانه (یا قبلاً اشغال شده) ,0
19340,noun,a channel occupied (or formerly occupied) by a stream,کانالی که توسط یک جریان اشغال شده است (یا قبلاً اشغال شده است) ,0
19341,noun,"(geology) a stratum of rock (especially sedimentary rock); ""they found a bed of sandstone""","(زمین شناسی) یک لایه سنگ (به ویژه سنگ رسوبی) ؛ ""آنها بستری از ماسه سنگ پیدا کردند"" ",0
19342,noun,one of several parallel layers of material arranged one on top of another (such as a layer of tissue or cells in an organism or a layer of sedimentary rock),یکی از چندین لایه موازی مواد که روی دیگری قرار گرفته اند (مانند یک لایه بافت یا سلول در موجود زنده یا لایه ای از سنگ رسوبی) ,0
19343,noun,a stratum of ore,یک قشر سنگ معدن ,0
19344,noun,"a stratum of ore or coal thick enough to be mined with profit; ""he worked in the coal beds""","یک لایه سنگ معدن یا ذغال سنگ به اندازه کافی ضخیم است که می تواند با سود استخراج شود. ""او در بسترهای زغال سنگ کار می کرد"" ",0
19345,noun,a seam of coal,یک درز ذغال سنگ ,0
19346,noun,a sheet of material made by bonding two or more sheets or layers,یک ورق از مواد ساخته شده با اتصال دو یا چند ورق یا لایه ,0
19347,noun,a layer of lead surrounding the highly reactive core of a nuclear reactor,یک لایه سرب که هسته بسیار واکنشی یک راکتور هسته ای را احاطه کرده است ,0
17989,noun,a long coral reef near and parallel to the shore,یک صخره مرجانی طولانی در نزدیکی و موازی ساحل ,0
19348,noun,"(construction) a layer of masonry; ""a course of bricks""","(ساخت) لایه ای از سنگ تراشی؛ ""یک دوره آجر"" ",0
19349,noun,a layer placed between other layers,یک لایه بین لایه های دیگر قرار می گیرد ,0
19350,noun,one of the layers forming the heel of a shoe or boot,یکی از لایه های تشکیل دهنده پاشنه کفش یا بوت ,0
19351,noun,(usually in combinations) one of several layers of cloth or paper or wood as in plywood,(معمولاً به صورت ترکیبی) یکی از چندین لایه پارچه یا کاغذ یا چوب مانند تخته سه لا ,0
19352,noun,"one of two or more layers one atop another; ""tier upon tier of huge casks""; ""a three-tier wedding cake""","یکی از دو یا چند لایه یکی در بالای دیگری. ""ردیف به ردیف چوبی بزرگ""؛ ""یک کیک عروسی سه طبقه"" ",0
19353,noun,"a layer of material that encloses space; ""the walls of the cylinder were perforated""; ""the container's walls were blue""","لایه ای از مواد که فضای را در بر می گیرد. ""دیواره های استوانه سوراخ شده بودند""؛ ""دیوارهای ظرف آبی بود"" ",0
19354,noun,the flat surface of a printing press on which the type form is laid in the last stage of producing a newspaper or magazine or book etc.,سطح صاف یک چاپخانه که فرم آخرین نوع آن در آخرین مرحله تولید روزنامه یا مجله یا کتاب و غیره گذاشته شده است. ,0
19355,noun,a machine used for printing,دستگاهی که برای چاپ استفاده می شود ,0
19356,noun,a bed on which railroad track is laid,بستری که مسیر راه آهن روی آن گذاشته شده است ,0
19357,noun,a bed supporting a road,تختی که از جاده پشتیبانی می کند ,0
17990,noun,a reef consisting of coral consolidated into limestone,یک صخره متشکل از مرجان در سنگ آهک تلفیق شده است ,0
19358,verb,spread or daub (a surface),پخش یا پاشیدن (سطح) ,0
19359,verb,"to cause someone to lose clear vision, especially from intense light; ""She was dazzled by the bright headlights""","باعث شود کسی دید واضح خود را از دست دهد ، به ویژه از نور شدید. ""او از چراغهای جلو روشن خیره شد"" ",0
19360,verb,render unable to see,ارائه قادر به دیدن نیست ,0
19361,noun,bug of temperate regions that infests especially beds and feeds on human blood,اشکال در مناطق معتدل که به ویژه در تختخوابها نفوذ کرده و از خون انسان تغذیه می کند ,0
19362,noun,type genus of the Cimicidae: bedbugs,جنس نوع Cimicidae: ساس ها ,0
19363,noun,insects with sucking mouthparts and forewings thickened and leathery at the base; usually show incomplete metamorphosis,حشرات دارای قسمتهای دهان مکش و جلو و بال آن ضخیم و چرمی هستند. معمولاً مسخ ناقص را نشان می دهد ,0
19364,noun,a lady's bedroom or private sitting room,اتاق خواب یک خانم یا اتاق نشیمن خصوصی ,0
19365,noun,a bedroom for a child,اتاق خواب برای کودک ,0
19366,noun,a large sleeping room containing several beds,یک اتاق خواب بزرگ شامل چندین تخت ,0
19367,noun,a bedroom that is kept for the use of guests,اتاق خوابی که برای استفاده مهمانان نگهداری می شود ,0
17991,noun,the act of excluding someone by a negative vote or veto,عمل حذف شخص با رأی منفی یا وتو ,0
19368,noun,a bedroom (usually with bath) in a hotel,یک اتاق خواب (معمولاً با حمام) در هتل ,0
19369,noun,the principal bedroom in a house; usually occupied by the head of the household,اتاق خواب اصلی در یک خانه ؛ معمولاً توسط سرپرست خانوار اشغال می شود ,0
19370,noun,a sleeping room in a motel,اتاق خواب در متل ,0
19371,noun,coverings that are used on a bed,پوشش هایی که روی تخت استفاده می شود ,0
19372,noun,bedding rolled up for carrying,ملافه برای حمل ,0
19373,noun,decorative cover for a bed,پوشش تزئینی برای یک تخت ,0
19374,noun,"bedding that keeps a person warm in bed; ""he pulled the covers over his head and went to sleep""","ملافه هایی که باعث می شود فرد در رختخواب گرم شود. ""او کاورها را روی سرش کشید و به خواب رفت"" ",0
19375,noun,bedclothes that provide a cover for a mattress,رختخواب هایی که پوششی برای تشک فراهم می کنند ,0
19376,noun,bedding made of two layers of cloth filled with stuffing and stitched together,ملافه های ساخته شده از دو لایه پارچه که پر از مواد پر شده و بهم بخیه زده شده است ,0
19377,noun,bedclothes consisting of a lightweight cloth covering (an afghan or bedspread) that is casually thrown over something,ملافه های تختخواب متشکل از یک پارچه سبک پارچه ای (افغانی یا روتختی) که به راحتی روی چیزی پرتاب می شود ,0
17992,noun,a barrister selected to serve as counsel to the British ruler,یک وکیل دادگستری انتخاب شده است تا به عنوان مشاور حاکم انگلیس خدمت کند ,0
19378,noun,an ornamental plant suitable for planting in a flowerbed,یک گیاه زینتی مناسب برای کاشت در یک گلدان ,0
19379,noun,any of a variety of plants usually grown especially in a flower or herb garden,از انواع گیاهان معمولاً به ویژه در یک باغ گل یا گیاه پرورش می یابد ,0
19380,noun,material used to provide a bed for animals,موادی که برای تهیه بستر برای حیوانات استفاده می شود ,0
19381,verb,"deck with a plume; ""a plumed helmet""","عرشه با یک ستون ""کلاه ایمنی"" ",0
19382,verb,drive up the wall; go on someone's nerves,بالا رفتن از دیوار روی اعصاب کسی برو ,0
19383,verb,"make ineffective or powerless; ""The teachers were hamstrung by the overly rigid schedules""","ناکارآمد یا ناتوان ""معلمان توسط برنامه های بسیار سخت گیر دچار مشکل شدند"" ",0
19384,verb,"cause to suffer; ""Jews were persecuted in the former Soviet Union""","رنج بردن ""یهودیان در اتحاد جماهیر شوروی سابق مورد آزار و اذیت قرار گرفتند"" ",0
19385,verb,"confuse or put into disorder; ""the boss's behavior demoralized everyone in the office""","گیج کردن یا بی نظمی قرار دادن ""رفتار رئیس روحیه همه افراد در دفتر"" ",0
19386,verb,cause to be lost or disoriented,باعث گم شدن یا گمراه شدن می شود ,0
19387,noun,the act of harassing someone,عمل آزار و اذیت کسی ,0
17993,noun,an English barrister of the highest rank,یک وکیل دادگستری انگلیسی با بالاترین رتبه ,0
19388,noun,the act of tormenting by continued persistent attacks and criticism,عمل شکنجه با حملات مداوم و انتقاد ,0
19389,verb,cover with drops of dew or as with dew,با قطره های شبنم یا مثل شبنم بپوشانید ,0
19390,adjective,confined to bed (by illness),در بستر (به دلیل بیماری) ,0
19391,noun,a person with whom you share a bed,شخصی که با او یک تخت مشترک دارید ,0
19392,verb,"make difficult to perceive by sight; ""The foliage of the huge tree obscures the view of the lake""","درک کردن از دید دشوار است ""شاخ و برگ درخت عظیم چشم انداز دریاچه را تاریک می کند"" ",0
19393,verb,"make mysterious; ""mystify the story""","مرموز کردن ""داستان را عرفان کن"" ",0
19394,verb,"cause an eclipse of; of celestial bodies; ""The moon eclipsed the sun""","باعث کسوف شدن از اجرام آسمانی؛ ""ماه خورشید را گرفت"" ",0
19395,verb,cast a shadow over,سایه انداختن ,0
19396,noun,a state of extreme confusion and disorder,حالت آشفتگی و بی نظمی شدید ,0
19397,noun,"a word for chaos or fiasco borrowed from modern Hebrew (where it is a loan word from Russian); ""it was utter and complete balagan!""","کلمه ای برای هرج و مرج یا فیاسکو که از عبری مدرن گرفته شده است (جایی که یک کلمه وام از روسی است) ؛ ""آن کاملا کامل و کامل بود!"" ",0
17994,noun,the quantity that a barrow will hold,مقداری که یک بارو نگه خواهد داشت ,0
19398,noun,an archaic term for a lunatic,اصطلاحی باستانی برای یک دیوانه ,0
19399,noun,an insane person,یک فرد دیوانه ,0
19400,noun,a member of a people who have no permanent home but move about according to the seasons,عضوی از مردمی که خانه دائمی ندارند اما طبق فصل زندگی می کنند ,0
19401,noun,a shallow vessel used by a bedridden patient for defecation and urination,ظرف کم عمقی که توسط بیمار بستری برای اجابت مزاج و ادرار استفاده می شود ,0
19402,noun,any of 4 vertical supports at the corners of a bedstead,از هر 4 تکیه گاه عمودی در گوشه های بستر ,0
19403,verb,"make wet and dirty, as from rain",مثل باران مرطوب و کثیف کنید ,0
19404,adjective,"limp and soiled as if dragged in the mud; ""the beggar's bedraggled clothes""; ""scarecrows in battered hats or draggled skirts""","لنگ و کثیف مانند اینکه در گل و لای کشیده شود. ""لباس سجاده ای گدا""؛ ""مترسک با کلاه های کتک خورده یا دامن های کشیده شده"" ",0
19405,adjective,"soiled or likely to soil with dirt or grime; ""dirty unswept sidewalks""; ""a child in dirty overalls""; ""dirty slums""; ""piles of dirty dishes""; ""put his dirty feet on the clean sheet""; ""wore an unclean shirt""; ""mining is a dirty job""; ""Cinderella did the dirty work while her sisters preened themselves""","کثیف شده یا احتمالاً با خاک یا کثیفی خاک می شود. ""پیاده روهای کثیف پاک نشده""؛ ""کودکی با لباس های کثیف""؛ ""زاغه های کثیف""؛ ""انبوهی از ظروف کثیف"" ؛ ""پاهای آلوده خود را بر روی صفحه تمیز قرار دهید""؛ ""پیراهن ناپاک پوشید""؛ ""معدن کاری کثیف است""؛ ""سیندرلا کارهای کثیف را انجام داد در حالی که خواهرانش خود را تبلیغ می کردند"" ",0
19406,adjective,"in deplorable condition; ""a street of bedraggled tenements""; ""a broken-down fence""; ""a ramshackle old pier""; ""a tumble-down shack""","در شرایط اسف بار ""خیابانی از معاملات اجاره ای"" ""حصار شکسته""؛ ""یک اسکله قدیمی رامشاکل""؛ ""یک کلبه سقوط"" ",0
19407,adjective,"harmed or injured or spoiled; ""I won't buy damaged goods""; ""the storm left a wake of badly damaged buildings""","آسیب دیده یا آسیب دیده یا خراب شده است ""کالاهای آسیب دیده را نخواهم خرید""؛ ""طوفان باعث از بین رفتن ساختمانهای آسیب دیده شد"" ",0
17995,noun,a cart for carrying small loads; has handles and one or more wheels,گاری برای حمل بارهای کوچک. دارای دسته و یک یا چند چرخ است ,0
19408,noun,solid unweathered rock lying beneath surface deposits of soil,سنگ بدون آب و هوای جامد که در زیر رسوبات سطح خاک قرار دارد ,0
19409,noun,"a basic truth or law or assumption; ""the principles of democracy""","یک حقیقت یا قانون اساسی یا فرض؛ ""اصول دموکراسی"" ",0
19410,noun,"space by the side of a bed (especially the bed of a sick or dying person); ""the doctor stood at her bedside""","فضای کنار تخت (مخصوصاً تخت یک بیمار یا در حال مرگ). ""دکتر کنار بالینش ایستاد"" ",0
19411,noun,"a place within a region identified relative to a center or reference location; ""they always sat on the right side of the church""; ""he never left my side""","مکانی در منطقه مشخص شده نسبت به مرکز یا مکان مرجع ؛ ""آنها همیشه در سمت راست کلیسا می نشستند""؛ ""او هرگز از کنار من خارج نشد"" ",0
19412,noun,a chronic ulcer of the skin caused by prolonged pressure on it (as in bedridden patients),زخم مزمن پوست ناشی از فشار طولانی مدت بر روی آن (مانند بیماران بستری) ,0
19413,noun,a circumscribed inflammatory and often suppurating lesion on the skin or an internal mucous surface resulting in necrosis of tissue,یک ضایعه التهابی محدود شده و غالباً برطرف کننده پوست یا سطح مخاط داخلی و در نتیجه نکروز بافت ,0
19414,noun,a decorative bedspread (usually quilted),روتختی تزئینی (معمولاً لحاف دار) ,0
19415,noun,a bedspread constructed like a thin quilt,روتختی مانند لحاف نازک ساخته شده است ,0
19416,noun,(usually plural) one of the springs holding up the mattress of a bed,(معمولاً جمع) یکی از چشمه هایی که تشک تخت را نگه داشته است ,0
19417,noun,"a metal elastic device that returns to its shape or position when pushed or pulled or pressed; ""the spring was broken""","دستگاه الاستیک فلزی که هنگام هل دادن یا کشیدن یا فشار به حالت یا موقعیت خود برمی گردد. ""بهار شکسته شد"" ",0
17996,noun,"wheeled vehicle that can be pushed by a person; may have one or two or four wheels; ""he used a handcart to carry the rocks away""; ""their pushcart was piled high with groceries""","وسیله نقلیه چرخ دار که می تواند توسط یک شخص رانده شود. ممکن است یک یا دو یا چهار چرخ داشته باشد. ""او برای حمل سنگها از یک چرخ دستی استفاده کرد""؛ ""کارتن آنها با مواد غذایی انباشته شده بود"" ",0
19418,noun,a coiled bedspring in a frame that is covered with cloth,یک تخت خواب پیچ خورده در قاب که با پارچه پوشانده شده است ,0
19419,noun,a vertical board or panel forming the foot of a bedstead,یک صفحه یا صفحه عمودی که پایه بستر را تشکیل می دهد ,0
19420,noun,a vertical board or panel forming the head of a bedstead,یک تخته یا تابلوی عمودی که سر بستر را تشکیل می دهد ,0
19421,noun,the time you go to bed,زمانی که شما به رختخواب می روید ,0
19422,noun,a prescribed bedtime,یک زمان خواب مشخص ,0
19423,noun,any of numerous hairy-bodied insects including social and solitary species,هر یک از حشرات پر تن و متعدد از جمله گونه های اجتماعی و انفرادی ,0
19424,noun,bees,زنبورها ,0
19425,noun,stingless male bee in a colony of social bees (especially honeybees) whose sole function is to mate with the queen,زنبورهای نر نیشدار در کلنی از زنبورهای اجتماعی (به خصوص زنبورهای عسل) که تنها وظیفه آنها جفت شدن با ملکه است ,0
19426,noun,large solitary bee that lays eggs in tunnels bored into wood or plant stems,زنبور عسل بزرگ منزوی که در تونل هایی که به ساقه های چوب یا گیاه خسته شده اند تخم گذاری می کند ,0
19427,noun,robust hairy social bee of temperate regions,زنبور عسل اجتماعی مقاوم در مناطق معتدل ,0
17997,verb,exchange goods without involving money,کالاها را بدون دخالت پول مبادله کنید ,0
19428,noun,a bee that is parasitic in the nests of bumblebees,زنبوری که در لانه زنبوران انگلی انگلی است ,0
19429,noun,a bee that is a member of the genus Andrena,زنبوری که عضوی از تیره آندرنا است ,0
19430,noun,a common solitary bee important for pollinating alfalfa in the western United States,یک زنبور عسل منزوی مشترک برای گرده افشانی یونجه در غرب ایالات متحده مهم است ,0
19431,noun,bee that cuts rounded pieces from leaves and flowers to line its nest,زنبور عسل که قطعه های گرد شده از برگ و گل را برش می دهد تا لانه خود را خط بکشد ,0
19432,noun,any of numerous solitary bees that build nests of hardened mud and sand,هر یک از زنبورهای انفرادی متعددی که لانه هایی از گل و ماسه سخت شده ایجاد می کنند ,0
19433,noun,solitary bee that builds nests of mud or pebbles cemented together and attached to a plant,زنبور عسل منزوی که لانه هایی از گل یا سنگریزه ها را با هم سیمان شده و به گیاه متصل می شود ,0
19434,noun,a social gathering to carry out some communal task or to hold competitions,یک اجتماع اجتماعی برای انجام برخی کارهای مشترک یا برگزاری مسابقات ,0
19435,noun,a gathering to make quilts,گردهمایی برای ساخت لحاف ,0
19436,noun,a social gathering for the purpose of husking corn,یک اجتماع اجتماعی به منظور پوسته ریزی ذرت ,0
19437,noun,perennial herb of North America,گیاه چند ساله آمریکای شمالی ,0
17854,noun,a grain of barley,یک دانه جو ,0
17998,verb,"give to, and receive from, one another; ""Would you change places with me?""; ""We have been exchanging letters for a year""","به یکدیگر بدهید و از آن دریافت کنید. ""آیا مکان را با من عوض می کنید؟""؛ ""ما یک سال است که نامه رد و بدل می کنیم"" ",0
19438,noun,any of various aromatic herbs of the genus Monarda,از گیاهان معطر مختلف تیره Monarda ,0
19439,noun,perennial aromatic herb of eastern North America having variously colored tubular flowers in dense showy heads,گیاه معطر چند ساله در شرق آمریکای شمالی که دارای گلهای لوله ای رنگی متنوع در سرهای نمایی متراکم است ,0
19440,noun,bushy perennial Old World mint having small white or yellowish flowers and fragrant lemon-flavored leaves; a garden escapee in northern Europe and North America,نعناع یک ساله و قدیمی بوته ای دارای گلهای کوچک سفید یا مایل به زرد و برگهای معطر با طعم لیمو ؛ یک باغ فراری در شمال اروپا و آمریکای شمالی ,0
19441,noun,a genus of Old World mints of the family Labiatae,تیره ای از ضرابخانه های دنیای قدیم از خانواده Labiatae ,0
19442,noun,lemony leaves used for a tisane or in soups or fruit punches,برگ های لیمو که برای تهیه تیسان یا سوپ یا منگنه میوه استفاده می شود ,0
19443,noun,any of several large deciduous trees with rounded spreading crowns and smooth grey bark and small sweet edible triangular nuts enclosed in burs; north temperate regions,هر یک از چندین درخت برگریز بزرگ با تاج های پخش شده گرد و پوست خاکستری صاف و آجیل های کوچک مثلث خوراکی شیرین محصور در انبوه. مناطق معتدل شمال ,0
19444,noun,beeches,راش ,0
19445,noun,large European beech with minutely-toothed leaves; widely planted as an ornamental in North America,راش بزرگ اروپا با برگهای دندانه دار. به طور گسترده ای به عنوان یک گیاه زینتی در آمریکای شمالی کاشته می شود ,0
19446,noun,variety of European beech with shining purple or copper-colored leaves,انواع راش اروپایی با برگهای بنفش یا مسی رنگ درخشان ,0
19447,noun,North American forest tree with light green leaves and edible nuts,درخت جنگل آمریکای شمالی با برگهای سبز روشن و آجیل های خوراکی ,0
17999,noun,"an equal exchange; ""we had no money so we had to live by barter""","مبادله برابر ""ما هیچ پولی نداشتیم بنابراین مجبور بودیم با مبادله کالا زندگی کنیم"" ",0
19448,noun,variety of European beech with pendulous limbs,انواع راش اروپایی با اندام آویز ,0
19449,noun,a beech native to Japan having soft light yellowish-brown wood,یک راش بومی ژاپن با چوب نرم و مایل به زرد مایل به قهوه ای ,0
19450,noun,small sweet triangular nut of any of various beech trees,مهره کوچک و مثلثی شیرین هر یک از درختان مختلف راش ,0
19451,noun,wood of any of various beech trees; used for flooring and containers and plywood and tool handles,چوب درختان مختلف راش ؛ برای کف و ظروف و تخته سه لا و دستگیره های ابزار استفاده می شود ,0
19452,verb,"complain; ""What was he hollering about?""","شکایت؛ ""او چه چیزی را جمع می کرد؟"" ",0
19453,noun,"domesticated bovine animals as a group regardless of sex or age; ""so many head of cattle""; ""wait till the cows come home""; ""seven thin and ill-favored kine""- Bible; ""a team of oxen""","دامهای گاوی اهلی را به صورت گروهی بدون در نظر گرفتن جنسیت و سن ؛ ""این همه راس دام""؛ ""صبر کنید تا گاوها به خانه بیایند""؛ ""هفت گاو نازک و بدخواه"" - کتاب مقدس؛ ""یک تیم گاو"" ",0
19454,noun,long-horned beef cattle formerly common in southwestern United States,گاوهای گوشتی شاخ بلند که قبلاً در جنوب غربی ایالات متحده رایج بود ,0
19455,noun,Brahman and shorthorn crossbreed of red cattle; hardy in hot regions,نژاد تلاقی گله گاو قرمز از برهمن و شاخ شاخ. مقاوم در مناطق گرم ,0
19456,noun,large white or cream-colored breed from France,نژاد بزرگ سفید یا کرم رنگ از فرانسه ,0
19457,noun,English breed of short-horned cattle,نژاد انگلیسی گاوهای شاخ کوتاه ,0
18000,noun,"reciprocal transfer of equivalent sums of money especially the currencies of different countries; ""he earns his living from the interchange of currency""","انتقال متقابل مبالغ معادل پول به ویژه ارزهای کشورهای مختلف. ""او زندگی خود را از مبادله ارز تأمین می کند"" ",0
19458,noun,breed of hardy black chiefly beef cattle native to Scotland,نژادی از گاوهای گوشت گاو سیاه و سفید مقاوم بومی اسکاتلند ,0
19459,noun,hardy English breed of dairy cattle raised extensively in United States,نژاد مقاوم انگلیسی گاو شیری به طور گسترده ای در ایالات متحده پرورش می یابد ,0
19460,noun,hardy breed of cattle resulting from crossing domestic cattle with the American buffalo; yields leaner beef than conventional breeds,نژاد مقاوم گاو حاصل از عبور گاو اهلی با گاومیش آمریکایی. گوشت گاو لاغر تر از نژادهای معمولی ارائه می دهد ,0
19461,noun,meat from an adult domestic bovine,گوشت از یک گاو خانگی بزرگسال ,0
19462,noun,the flesh of animals (including fishes and birds and snails) used as food,گوشت حیوانات (از جمله ماهی ها و پرندگان و حلزون ها) که به عنوان غذا استفاده می شود ,0
19463,noun,beef that has been ground,گوشت گاو که آسیاب شده است ,0
19464,noun,beef cured or pickled in brine,گوشت گاو درمان شده یا ترشی در آب نمک ,0
19465,noun,highly seasoned cut of smoked beef,برش بسیار فصلی گوشت گاو دودی ,0
19466,noun,piece of beef,تکه گوشت گاو ,0
19467,noun,meat from a loin of beef,گوشت از یک گوشت گاو ,0
18001,noun,the swapping of horses (accompanied by much bargaining),تعویض اسب (همراه با چانه زنی های زیاد) ,0
